timestamp,solar
2021-01-01 00:00:00,0.0
2021-01-01 01:00:00,0.0
2021-01-01 02:00:00,0.0
2021-01-01 03:00:00,0.0
2021-01-01 04:00:00,0.0
2021-01-01 05:00:00,0.0
2021-01-01 06:00:00,0.0
2021-01-01 07:00:00,0.0
2021-01-01 08:00:00,49.67141530112327
2021-01-01 09:00:00,2282.2741640734203
2021-01-01 10:00:00,4219.225349646952
2021-01-01 11:00:00,1856.320527792432
2021-01-01 12:00:00,5953.658230718754
2021-01-01 13:00:00,5496.704219710695
2021-01-01 14:00:00,4070.1489038679824
2021-01-01 15:00:00,2239.871841266442
2021-01-01 16:00:00,0.0
2021-01-01 17:00:00,0.0
2021-01-01 18:00:00,0.0
2021-01-01 19:00:00,0.0
2021-01-01 20:00:00,0.0
2021-01-01 21:00:00,0.0
2021-01-01 22:00:00,0.0
2021-01-01 23:00:00,0.0
2021-01-02 00:00:00,0.0
2021-01-02 01:00:00,0.0
2021-01-02 02:00:00,0.0
2021-01-02 03:00:00,0.0
2021-01-02 04:00:00,0.0
2021-01-02 05:00:00,0.0
2021-01-02 06:00:00,0.0
2021-01-02 07:00:00,0.0
2021-01-02 08:00:00,0.0
2021-01-02 09:00:00,2333.6703960251057
2021-01-02 10:00:00,1182.34929645715
2021-01-02 11:00:00,5638.021177172384
2021-01-02 12:00:00,5982.371433807424
2021-01-02 13:00:00,5663.366472262674
2021-01-02 14:00:00,4151.922029104547
2021-01-02 15:00:00,2414.9631668336
2021-01-02 16:00:00,0.0
2021-01-02 17:00:00,0.0
2021-01-02 18:00:00,0.0
2021-01-02 19:00:00,0.0
2021-01-02 20:00:00,0.0
2021-01-02 21:00:00,0.0
2021-01-02 22:00:00,0.0
2021-01-02 23:00:00,0.0
2021-01-03 00:00:00,0.0
2021-01-03 01:00:00,0.0
2021-01-03 02:00:00,0.0
2021-01-03 03:00:00,0.0
2021-01-03 04:00:00,0.0
2021-01-03 05:00:00,0.0
2021-01-03 06:00:00,0.0
2021-01-03 07:00:00,0.0
2021-01-03 08:00:00,26.34860402302101
2021-01-03 09:00:00,2460.277705791946
2021-01-03 10:00:00,4091.6449588976247
2021-01-03 11:00:00,5615.4274413035855
2021-01-03 12:00:00,6058.212279471304
2021-01-03 13:00:00,5632.0520410270565
2021-01-03 14:00:00,939.8453255190242
2021-01-03 15:00:00,2233.752854692043
2021-01-03 16:00:00,0.0
2021-01-03 17:00:00,0.0
2021-01-03 18:00:00,0.0
2021-01-03 19:00:00,0.0
2021-01-03 20:00:00,0.0
2021-01-03 21:00:00,0.0
2021-01-03 22:00:00,0.0
2021-01-03 23:00:00,0.0
2021-01-04 00:00:00,0.0
2021-01-04 01:00:00,0.0
2021-01-04 02:00:00,0.0
2021-01-04 03:00:00,0.0
2021-01-04 04:00:00,0.0
2021-01-04 05:00:00,0.0
2021-01-04 06:00:00,0.0
2021-01-04 07:00:00,0.0
2021-01-04 08:00:00,0.0
2021-01-04 09:00:00,2403.0486828102316
2021-01-04 10:00:00,4289.420162445601
2021-01-04 11:00:00,5616.889430134646
2021-01-04 12:00:00,5984.946614174021
2021-01-04 13:00:00,5446.721427878223
2021-01-04 14:00:00,4505.993509180498
2021-01-04 15:00:00,2193.5915053094527
2021-01-04 16:00:00,0.0
2021-01-04 17:00:00,0.0
2021-01-04 18:00:00,0.0
2021-01-04 19:00:00,0.0
2021-01-04 20:00:00,0.0
2021-01-04 21:00:00,0.0
2021-01-04 22:00:00,0.0
2021-01-04 23:00:00,0.0
2021-01-05 00:00:00,0.0
2021-01-05 01:00:00,0.0
2021-01-05 02:00:00,0.0
2021-01-05 03:00:00,0.0
2021-01-05 04:00:00,0.0
2021-01-05 05:00:00,0.0
2021-01-05 06:00:00,0.0
2021-01-05 07:00:00,0.0
2021-01-05 08:00:00,0.0
2021-01-05 09:00:00,701.5099852487442
2021-01-05 10:00:00,4232.114973719168
2021-01-05 11:00:00,5447.74255059595
2021-01-05 12:00:00,5965.591945868868
2021-01-05 13:00:00,5618.355783626663
2021-01-05 14:00:00,4370.014049133241
2021-01-05 15:00:00,2266.905327107977
2021-01-05 16:00:00,0.0
2021-01-05 17:00:00,0.0
2021-01-05 18:00:00,0.0
2021-01-05 19:00:00,0.0
2021-01-05 20:00:00,0.0
2021-01-05 21:00:00,0.0
2021-01-05 22:00:00,0.0
2021-01-05 23:00:00,0.0
2021-01-06 00:00:00,0.0
2021-01-06 01:00:00,0.0
2021-01-06 02:00:00,0.0
2021-01-06 03:00:00,0.0
2021-01-06 04:00:00,0.0
2021-01-06 05:00:00,0.0
2021-01-06 06:00:00,0.0
2021-01-06 07:00:00,0.0
2021-01-06 08:00:00,45.29363265335095
2021-01-06 09:00:00,2279.4945033554322
2021-01-06 10:00:00,4148.335006272559
2021-01-06 11:00:00,5683.67306893365
2021-01-06 12:00:00,5998.144919548836
2021-01-06 13:00:00,5375.926732868698
2021-01-06 14:00:00,4252.875455374253
2021-01-06 15:00:00,2252.839666135738
2021-01-06 16:00:00,0.0
2021-01-06 17:00:00,0.0
2021-01-06 18:00:00,0.0
2021-01-06 19:00:00,0.0
2021-01-06 20:00:00,0.0
2021-01-06 21:00:00,0.0
2021-01-06 22:00:00,0.0
2021-01-06 23:00:00,0.0
2021-01-07 00:00:00,0.0
2021-01-07 01:00:00,0.0
2021-01-07 02:00:00,0.0
2021-01-07 03:00:00,0.0
2021-01-07 04:00:00,0.0
2021-01-07 05:00:00,0.0
2021-01-07 06:00:00,0.0
2021-01-07 07:00:00,0.0
2021-01-07 08:00:00,0.0
2021-01-07 09:00:00,2253.9507721565506
2021-01-07 10:00:00,4356.922968570788
2021-01-07 11:00:00,5618.470498336398
2021-01-07 12:00:00,6140.27943109361
2021-01-07 13:00:00,5403.092088788492
2021-01-07 14:00:00,4143.587054606217
2021-01-07 15:00:00,2239.470821230262
2021-01-07 16:00:00,0.0
2021-01-07 17:00:00,0.0
2021-01-07 18:00:00,0.0
2021-01-07 19:00:00,0.0
2021-01-07 20:00:00,0.0
2021-01-07 21:00:00,0.0
2021-01-07 22:00:00,0.0
2021-01-07 23:00:00,0.0
2021-01-08 00:00:00,0.0
2021-01-08 01:00:00,0.0
2021-01-08 02:00:00,0.0
2021-01-08 03:00:00,0.0
2021-01-08 04:00:00,0.0
2021-01-08 05:00:00,0.0
2021-01-08 06:00:00,0.0
2021-01-08 07:00:00,0.0
2021-01-08 08:00:00,116.92076469526225
2021-01-08 09:00:00,2383.4322910994815
2021-01-08 10:00:00,4139.869600710437
2021-01-08 11:00:00,5617.401258572242
2021-01-08 12:00:00,6025.988279424842
2021-01-08 13:00:00,5621.459482245452
2021-01-08 14:00:00,4294.834843680976
2021-01-08 15:00:00,2325.799061513858
2021-01-08 16:00:00,0.0
2021-01-08 17:00:00,0.0
2021-01-08 18:00:00,0.0
2021-01-08 19:00:00,0.0
2021-01-08 20:00:00,0.0
2021-01-08 21:00:00,0.0
2021-01-08 22:00:00,0.0
2021-01-08 23:00:00,0.0
2021-01-09 00:00:00,0.0
2021-01-09 01:00:00,0.0
2021-01-09 02:00:00,0.0
2021-01-09 03:00:00,0.0
2021-01-09 04:00:00,0.0
2021-01-09 05:00:00,0.0
2021-01-09 06:00:00,0.0
2021-01-09 07:00:00,0.0
2021-01-09 08:00:00,0.0
2021-01-09 09:00:00,2319.325963906639
2021-01-09 10:00:00,4144.102507406717
2021-01-09 11:00:00,5433.883154160873
2021-01-09 12:00:00,5999.514305534897
2021-01-09 13:00:00,5504.94486444113
2021-01-09 14:00:00,4330.508041938376
2021-01-09 15:00:00,2272.1411433711583
2021-01-09 16:00:00,0.0
2021-01-09 17:00:00,0.0
2021-01-09 18:00:00,0.0
2021-01-09 19:00:00,0.0
2021-01-09 20:00:00,0.0
2021-01-09 21:00:00,0.0
2021-01-09 22:00:00,0.0
2021-01-09 23:00:00,0.0
2021-01-10 00:00:00,0.0
2021-01-10 01:00:00,0.0
2021-01-10 02:00:00,0.0
2021-01-10 03:00:00,0.0
2021-01-10 04:00:00,0.0
2021-01-10 05:00:00,0.0
2021-01-10 06:00:00,0.0
2021-01-10 07:00:00,0.0
